g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	ArgoUML
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 142
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
		Individual Median F1: 0.8805671703756424
	Average F1 score:	0.8450736908792255
	Best Individual F1 score:	0.8805671703756424
	F1:	0.8805671703756424
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 143
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8661959541018892
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8668322728725413
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
		Individual Median F1: 0.8674671697018066
	Average F1 score:	0.8466592557027263
	Best Individual F1 score:	0.8674671697018066
	F1:	0.8674671697018066
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.7670539275928996
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 144
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8713845336951872
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8706379635263746
		Individual Median F1: 0.8698894104354667
	Average F1 score:	0.8524999583054313
	Best Individual F1 score:	0.8706379635263746
	F1:	0.8706379635263746
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.7670539275928996
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 145
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8759449330295351
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
		Individual Median F1: 0.8750086651416018
	Average F1 score:	0.8297248298605631
	Best Individual F1 score:	0.8759449330295351
	F1:	0.8759449330295351
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.9551041326295409
	Argument:	0.29342726921492457
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 146
		Individual Median F1: 0.8769611226132965
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8769611226132965
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8705500488622085
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.878177759414202
		Individual Median F1: 0.8769611226132965
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.878177759414202
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8777037505025559
		Individual Median F1: 0.8789203873034612
		Individual Median F1: 0.8796610557523796
		Individual Median F1: 0.8727489222639411
	Average F1 score:	0.8448620025299837
	Best Individual F1 score:	0.8789203873034612
	F1:	0.8789203873034612
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 147
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8592960876299073
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
	Average F1 score:	0.8385002370616829
	Best Individual F1 score:	0.8592960876299073
	F1:	0.8592960876299073
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.904508205055439
Evaluating generation: 148
		Individual Median F1: 0.8637747836564793
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8637747836564793
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8637747836564793
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8631398868272142
		Individual Median F1: 0.8637747836564793
	Average F1 score:	0.8512497753497837
	Best Individual F1 score:	0.8637747836564793
	F1:	0.8637747836564793
	Extends:	1.0
	Implements:	0.6966044699682806
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 149
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8645484949832776
		Individual Median F1: 0.8635933289636588
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8635933289636588
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8626349576889407
		Individual Median F1: 0.8635933289636588
		Individual Median F1: 0.8626349576889407
	Average F1 score:	0.8214984328922224
	Best Individual F1 score:	0.8645484949832776
	F1:	0.8645484949832776
	Extends:	1.0
	Implements:	0.6966044699682806
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 150
		Individual Median F1: 0.8645833333333333
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8617608387977456
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8587305195625269
		Individual Median F1: 0.8645833333333333
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
		Individual Median F1: 0.8602497250002099
	Average F1 score:	0.8386565994443655
	Best Individual F1 score:	0.8645833333333333
	F1:	0.8645833333333333
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.904508205055439
Evaluating generation: 151
		Individual Median F1: 0.8574668606530876
		Individual Median F1: 0.8582784327323163
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8607086702605571
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8582784327323163
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8582784327323163
		Individual Median F1: 0.8607086702605571
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8602852687868228
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8600751906117142
		Individual Median F1: 0.8600751906117142
	Average F1 score:	0.8352607407646251
	Best Individual F1 score:	0.8600751906117142
	F1:	0.8600751906117142
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.9551041326295409
	Argument:	0.42785548203277063
	Returns:	0.8210957369605053
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 152
		Individual Median F1: 0.8627583570987565
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8646340033991677
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8646340033991677
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8658940397350994
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8646340033991677
		Individual Median F1: 0.8668272125225767
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8649577718471659
		Individual Median F1: 0.8646340033991677
	Average F1 score:	0.8119428847383792
	Best Individual F1 score:	0.8658940397350994
	F1:	0.8658940397350994
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.9551041326295409
	Argument:	0.42785548203277063
	Returns:	0.8210957369605053
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 153
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8741869332564325
		Individual Median F1: 0.8741869332564325
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8741869332564325
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8741869332564325
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8741869332564325
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8760379407256005
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
		Individual Median F1: 0.8762071880523606
	Average F1 score:	0.8255803083227827
	Best Individual F1 score:	0.8760379407256005
	F1:	0.8760379407256005
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.9551041326295409
	Argument:	0.42785548203277063
	Returns:	0.8210957369605053
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.14483378439251066
	Unknown:	0.904508205055439
Evaluating generation: 154
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994346
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
		Individual Median F1: 0.8395282907994347
	Average F1 score:	0.8278148081558446
	Best Individual F1 score:	0.8395282907994347
	F1:	0.8395282907994347
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.9551041326295409
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.904508205055439
Evaluating generation: 155
		Individual Median F1: 0.8819656651031751
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.8819656651031751
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.8773456949094343
		Individual Median F1: 0.8819656651031751
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.8819656651031751
		Individual Median F1: 0.8819656651031751
		Individual Median F1: 0.8786744440257487
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
		Individual Median F1: 0.881965665103175
	Average F1 score:	0.8282120516529193
	Best Individual F1 score:	0.881965665103175
	F1:	0.881965665103175
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	0.9551041326295409
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.904508205055439
Evaluating generation: 156
		Individual Median F1: 0.8584255250921918
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.8565907522429261
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.8564993564993565
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.8565907522429261
		Individual Median F1: 0.8591503427084517
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.8584255250921917
		Individual Median F1: 0.857784911717496
		Individual Median F1: 0.857784911717496
	Average F1 score:	0.8193354166082296
	Best Individual F1 score:	0.8584255250921918
	F1:	0.8584255250921918
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8374948902823383
	FieldUse:	0.008094702777587682
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.904508205055439
Evaluating generation: 157
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8711015805403917
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8711015805403917
		Individual Median F1: 0.8711015805403917
		Individual Median F1: 0.8711015805403917
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8717957265242176
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8705630814973191
		Individual Median F1: 0.8711015805403917
	Average F1 score:	0.8460693378236886
	Best Individual F1 score:	0.8705630814973191
	F1:	0.8705630814973191
	Extends:	1.0
	Implements:	0.8555972499292605
	Field:	1.0
	Argument:	0.42785548203277063
	Returns:	0.9850795695079971
	LocalVar:	0.16318460094546616
	MethodCall:	0.0
	ConstructorCall:	0.8576497359055602
	OwnFieldUse:	0.8887330768721353
	FieldUse:	0.0
	Throws:	0.8757923262999315
	File_Horizontal:	0.9602885686125202
	File_LevelUp:	0.0
	File_LevelDown:	0.1365768265001349
	Unknown:	0.904508205055439
Evaluating generation: 158
		Individual Median F1: 0.8734180484529159
		Individual Median F1: 0.8738625743937829
