g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	Apache
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.43615111193241807
	MethodCall:	0.09118502398120641
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 156
		Individual Median F1: 0.8363059177046479
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8380807421903311
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8380807421903311
		Individual Median F1: 0.8363059177046479
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8356409220561412
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8505487950369841
		Individual Median F1: 0.8380807421903311
		Individual Median F1: 0.8363059177046479
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8380807421903311
		Individual Median F1: 0.8380807421903311
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
		Individual Median F1: 0.8369618985385991
	Average F1 score:	0.8390569839840445
	Best Individual F1 score:	0.8505487950369841
	F1:	0.8505487950369841
	Extends:	0.7672110525866348
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.32606791024425186
	Unknown:	0.23460731710599084
Evaluating generation: 157
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8609977324263038
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8650793650793651
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
		Individual Median F1: 0.8541435442101368
	Average F1 score:	0.8306705881653348
	Best Individual F1 score:	0.8541435442101368
	F1:	0.8541435442101368
	Extends:	0.7672110525866348
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 158
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8438934802571167
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100923
		Individual Median F1: 0.8291436905100922
		Individual Median F1: 0.8291436905100922
	Average F1 score:	0.7547633994561056
	Best Individual F1 score:	0.8438934802571167
	F1:	0.8438934802571167
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.32606791024425186
	Unknown:	0.23460731710599084
Evaluating generation: 159
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8591576758091772
		Individual Median F1: 0.8591576758091772
		Individual Median F1: 0.8591576758091772
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8595188981110009
		Individual Median F1: 0.8591576758091772
	Average F1 score:	0.8417508201475865
	Best Individual F1 score:	0.8591576758091772
	F1:	0.8591576758091772
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.32606791024425186
	Unknown:	0.23460731710599084
Evaluating generation: 160
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.874441322947261
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8597281370957033
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8587864563672472
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8774136178861789
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
		Individual Median F1: 0.8742344759304062
	Average F1 score:	0.8469118654542652
	Best Individual F1 score:	0.8742344759304062
	F1:	0.8742344759304062
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 161
		Individual Median F1: 0.862233589087809
		Individual Median F1: 0.8644701086956522
		Individual Median F1: 0.8604727872457394
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8674509803921568
		Individual Median F1: 0.8644701086956522
		Individual Median F1: 0.8644701086956522
		Individual Median F1: 0.8691687718032
		Individual Median F1: 0.862233589087809
		Individual Median F1: 0.862233589087809
		Individual Median F1: 0.8644701086956522
		Individual Median F1: 0.862233589087809
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
		Individual Median F1: 0.8691687718031997
	Average F1 score:	0.8766698312126557
	Best Individual F1 score:	0.8674509803921568
	F1:	0.8674509803921568
	Extends:	0.7672110525866348
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 162
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8383715835945135
		Individual Median F1: 0.8383141762452107
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8360876699484294
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8414347971840428
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8383715835945135
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8383715835945135
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
		Individual Median F1: 0.8402116402116402
	Average F1 score:	0.8385258891826265
	Best Individual F1 score:	0.8402116402116402
	F1:	0.8402116402116402
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 163
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
		Individual Median F1: 0.8655518394648829
	Average F1 score:	0.8633663323393931
	Best Individual F1 score:	0.8655518394648829
	F1:	0.8655518394648829
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.09921513307461466
Evaluating generation: 164
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8329431637702314
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
		Individual Median F1: 0.8313816467815585
	Average F1 score:	0.8630154861738994
	Best Individual F1 score:	0.8313816467815585
	F1:	0.8313816467815585
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.09921513307461466
Evaluating generation: 165
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.8408353489469649
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
		Individual Median F1: 0.852018974892977
	Average F1 score:	0.8109747292160334
	Best Individual F1 score:	0.852018974892977
	F1:	0.852018974892977
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 166
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
		Individual Median F1: 0.8729859427533846
	Average F1 score:	0.838853086525481
	Best Individual F1 score:	0.8729859427533846
	F1:	0.8729859427533846
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 167
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8596061884669479
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8596061884669479
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8596061884669479
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8596061884669479
		Individual Median F1: 0.8596061884669479
		Individual Median F1: 0.854680606585051
		Individual Median F1: 0.8596061884669479
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8464582793656277
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
		Individual Median F1: 0.8559377211606511
	Average F1 score:	0.8304276803823379
	Best Individual F1 score:	0.8596061884669479
	F1:	0.8596061884669479
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8313314971041116
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 168
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8515016133035492
		Individual Median F1: 0.8496732026143791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8501782531194295
		Individual Median F1: 0.8501782531194295
		Individual Median F1: 0.8515016133035492
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8515016133035492
		Individual Median F1: 0.8515016133035492
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8501782531194295
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8515016133035492
		Individual Median F1: 0.8515016133035492
	Average F1 score:	0.8383831521355026
	Best Individual F1 score:	0.8496732026143791
	F1:	0.8496732026143791
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.2369224808197528
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 169
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.8312287641361125
		Individual Median F1: 0.8312287641361125
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.8312287641361125
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8312287641361125
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8312287641361125
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.8330805783035082
		Individual Median F1: 0.834920634920635
		Individual Median F1: 0.834920634920635
	Average F1 score:	0.8282940734489389
	Best Individual F1 score:	0.8312287641361125
	F1:	0.8312287641361125
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.2369224808197528
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 170
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8457319700709053
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
		Individual Median F1: 0.8442262372348783
	Average F1 score:	0.8340669270658819
	Best Individual F1 score:	0.8442262372348783
	F1:	0.8442262372348783
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.09921513307461466
Evaluating generation: 171
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.868913560666138
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8766058683584457
		Individual Median F1: 0.8766058683584457
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8766058683584457
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8766058683584457
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.8766058683584457
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8629360261265051
		Individual Median F1: 0.873258833713701
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
		Individual Median F1: 0.8732588337137012
	Average F1 score:	0.859687661289003
	Best Individual F1 score:	0.8766058683584457
	F1:	0.8766058683584457
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
